,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,tempo_bpm,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,is_ai
Ya No Vuelvas,-145.77452,111.00936,9.482934,7.3997626,11.804011,0.25213873,-16.083029,-7.0305533,-16.69727,-4.7261076,-9.060639,-5.00457,-7.9538145,-8.30982,-7.0732045,-0.48191348,-17.019268,0.049981155,-10.402048,-5.589697,135,0.38250363,0.48798633,0.1950229,0.25615472,0.19057634,0.41299626,0.2511499,0.20339094,0.44406354,0.2068703,0.25807557,0.1660338,0
Ya Pedo Quién Sabe,-74.91405,101.49337,4.957815,26.920092,5.140289,9.189571,3.8992803,1.8643304,-2.6189024,0.69817114,-3.5582082,7.034154,-2.4394927,2.6839716,-2.429747,-0.8638947,-1.5779938,3.8632116,-2.6961145,2.1138291,151,0.25089285,0.36791742,0.23014516,0.43542966,0.34611195,0.25252107,0.45307365,0.21008325,0.2971167,0.17889923,0.3200289,0.42592424,0
Ya Te Superé,-118.79692,112.214905,11.648373,16.230024,1.4321702,8.245651,3.7612479,7.833137,4.4567842,7.202011,-0.4569925,6.8017344,-1.0784333,1.482056,-1.4772869,3.734645,-1.4423827,0.9011589,-3.384819,2.791436,143,0.2920298,0.21145408,0.33377603,0.39833513,0.5493027,0.27004313,0.21824835,0.24749058,0.339192,0.39479712,0.21636032,0.29588938,0
Yaad Piya Ki Aane Lagi,-214.61789,93.25577,6.8949347,22.492495,10.161985,-1.5699507,-0.38938397,-8.131794,-9.2741,2.5427668,-10.235582,-9.839824,-14.275977,-11.877316,-9.374137,-4.402432,-7.424278,-5.334205,-2.0945995,2.9380162,135,0.2343789,0.1871383,0.14556569,0.2678011,0.1621633,0.2996725,0.17443547,0.35456035,0.287162,0.15298386,0.21896818,0.13488303,0
Yeah Glo!,-56.369595,89.79329,4.3238807,18.624386,14.871889,11.319922,8.03108,14.62555,-2.9495895,12.132293,6.8705645,8.524386,3.0737362,4.4293256,4.75166,5.2305903,0.49859557,4.774136,-4.4923334,1.6942071,99,0.508084,0.51929265,0.53722197,0.5886589,0.63138056,0.49549028,0.446552,0.42523736,0.4189906,0.45345885,0.5554392,0.5543888,0
Yeah! (feat. Lil Jon & Ludacris),-78.98835,40.196167,-5.300469,8.402866,1.2693039,2.7156997,-7.1682634,9.620017,-1.4132886,9.182582,6.315291,13.090203,8.482847,7.1594434,1.1954757,2.3660548,7.4391255,18.017378,13.966323,7.570726,103,0.28808114,0.31294024,0.5746799,0.65832883,0.50161994,0.46037048,0.40406063,0.46051902,0.32275608,0.25471255,0.25585204,0.26204145,0
Yet To Come,-50.472404,67.308945,9.068734,0.5232221,2.5874653,2.2345486,-14.570333,-1.4984324,-8.230297,-1.2195679,-2.724567,-3.591468,-4.9819665,-1.1342179,-3.062521,-1.5763669,-3.7159321,3.1009707,-4.0899277,3.535826,172,0.30922586,0.445675,0.3102948,0.40715882,0.28331262,0.40442994,0.3098701,0.28340483,0.3541724,0.2414982,0.2688309,0.19340539,0
Yo No Soy Celoso,-96.48663,75.89851,17.681025,24.271713,10.937484,13.930874,-3.1023188,10.809416,-10.803516,0.34917986,-9.472964,-4.128222,-8.792093,-3.4504802,-10.466136,-3.1154702,-11.072289,-1.956949,-6.193258,-2.9746785,143,0.5218539,0.30078065,0.27321213,0.24793406,0.46255282,0.292518,0.22253802,0.36111352,0.3060588,0.35805362,0.21854699,0.32019973,0
Yo Ya No Vuelvo Contigo - En Vivo,-100.13534,79.74892,16.106588,12.649088,-4.115493,1.7245826,-1.6055043,-5.321021,-4.198048,-5.6221795,-4.128959,1.3215024,-2.5622864,-1.229752,-4.5358953,0.87870455,-3.539065,3.9689207,0.69851804,3.6213355,83,0.31182936,0.3340293,0.55564034,0.41235924,0.4623098,0.33555895,0.41643578,0.3256264,0.22765964,0.34166855,0.33279017,0.38776374,0
"Yo x Ti, Tu x Mi",-130.62625,122.89424,-6.083415,12.260649,-13.445303,-10.222351,-4.333565,-12.776147,-9.59811,-2.478288,-6.922238,2.9794135,0.5774412,5.6504183,1.2927916,0.96169204,-1.9201162,-2.3420472,-0.7484316,-0.87620443,123,0.27191192,0.3599901,0.21248679,0.3004371,0.19632247,0.3438457,0.302208,0.29674992,0.34158763,0.28070298,0.44073457,0.2347455,0
You,-83.262115,89.980896,4.1068873,5.12227,-3.5938406,-1.9619144,-5.4669237,5.047938,-7.4990077,-1.1814194,-4.301954,-2.7071295,-7.3043604,-0.7782502,-2.3520687,-7.092732,-9.221744,-4.5060053,-7.772092,-1.4654535,107,0.3317593,0.24084666,0.37275663,0.3186186,0.5323805,0.39315766,0.31537625,0.40758374,0.28066933,0.2901133,0.23157501,0.3650537,0
You & Me,-148.80043,86.37963,-54.205677,8.352008,2.139708,6.4849496,1.9482127,-6.8677635,-5.101085,-2.448888,-2.4772124,4.978452,-7.691949,-5.3202877,-11.434555,-8.534952,-0.81499386,-2.2120638,-0.6459315,6.8670883,112,0.25681835,0.37134445,0.18269831,0.2590131,0.55321735,0.3022833,0.35473105,0.1779396,0.25754088,0.17132184,0.21879068,0.39428046,0
You & Me - Rivo Remix,-137.05183,89.89782,3.2469707,9.5431385,-3.9994516,-31.063171,-4.5140357,-19.814428,-19.048244,-14.135349,-24.789343,0.8068496,-19.107561,4.556753,-0.26411894,-10.79438,-3.1641428,-13.400944,-15.156924,-4.180531,123,0.26837057,0.3200165,0.23915157,0.36208746,0.3306769,0.41520232,0.21465984,0.10097069,0.14141794,0.21255739,0.65804553,0.24992055,0
You Belong With Me,-150.62202,93.29769,29.821869,30.933855,12.186476,6.3899436,4.595406,3.6963542,6.2450337,-0.6941939,-4.019509,1.0334986,-0.28097308,3.0242183,-2.2610986,-0.7783082,-1.6663432,0.58649826,-4.145654,-0.89030886,129,0.30247185,0.5026204,0.25722513,0.23246945,0.16256016,0.25617796,0.47770327,0.31883582,0.47315395,0.3197871,0.41370234,0.35052615,0
You Know You Like It,-135.88118,84.96708,11.901383,26.698465,-7.0110383,1.7124043,4.6388927,-1.6991764,2.5276985,0.76137316,-8.514431,-4.1356153,-7.891404,-0.051707618,-2.427814,2.36962,-2.6579537,0.016022295,4.2573977,7.3328414,129,0.42569962,0.21433036,0.15440959,0.26794258,0.23513779,0.35101202,0.25230026,0.4029122,0.24217321,0.20264375,0.2944486,0.2590385,0
You Need To Calm Down,-151.75919,102.32914,25.198503,35.685978,23.91223,9.5453,12.78808,10.466567,5.336809,7.692215,0.09367375,4.578095,-1.3538469,2.9597018,-0.18105333,-0.06928901,-1.5637268,-0.9064649,-4.022218,-0.76702183,86,0.31587738,0.44833803,0.66683775,0.38817278,0.32331663,0.32949847,0.40208897,0.43653533,0.40434533,0.44684082,0.29593444,0.27387416,0
You Say,-267.52115,174.60596,10.262501,-9.172362,9.619653,-4.249816,-12.600304,-12.799566,-13.827061,-4.329692,-4.738326,-5.279948,-13.202833,-11.695435,-3.1820412,-1.2815,-0.9911104,1.0570585,-1.922743,1.0824323,73,0.23810005,0.103324994,0.2166996,0.07748161,0.2319396,0.4759292,0.11147006,0.09916659,0.19316483,0.60828197,0.27719384,0.10118434,0
You and Me,-151.9862,108.216255,-28.503788,22.39988,2.3385634,11.542088,-2.6323051,1.7313939,-7.042856,-2.9309862,-7.1590934,-1.1235344,-2.9068244,3.8372602,7.089871,7.517936,2.7004306,-2.1853998,-6.7668757,-6.2017016,135,0.2321064,0.24293967,0.2414311,0.4305709,0.3182913,0.3444183,0.32484204,0.27299312,0.43360537,0.29150438,0.47781935,0.53031534,0
"You're On Your Own, Kid",-204.77254,98.14577,39.055885,42.150047,14.174224,3.2647977,16.81355,0.8358643,19.961798,1.0358907,7.037927,6.0034227,-0.110753864,11.778292,-6.7141695,8.097454,3.6545577,2.7318587,9.326126,12.745669,117,0.15786125,0.22253007,0.35358185,0.19995174,0.259806,0.35015875,0.675178,0.6275065,0.41594428,0.3346047,0.22621247,0.20597695,0
You're Somebody Else,-233.65497,128.17555,10.170652,-3.4279294,8.049551,1.2835413,-7.65208,-16.840723,-24.50056,-22.728582,-15.483822,-11.580705,-21.581821,-19.051237,-23.061666,-21.839787,-23.436703,-16.941483,-11.869725,-8.717973,103,0.2474431,0.47565827,0.09419786,0.07894503,0.17822784,0.33076245,0.13735701,0.14413989,0.37507415,0.22987954,0.30576915,0.094326176,0
Young And Beautiful,-202.05841,150.57936,4.1294255,15.404772,-0.2346248,3.0787714,8.85412,1.4740375,20.09006,7.863102,10.6996765,-4.4003205,0.23611043,2.0284536,1.7110845,4.9649997,-5.990173,-0.97495574,-3.249881,3.9380333,112,0.28835607,0.4654907,0.31827566,0.1699953,0.18213816,0.12945154,0.24429213,0.25389507,0.31610775,0.3114885,0.26926336,0.5333868,0
Your Power,-264.33804,114.97462,16.590183,37.76104,15.610119,18.352325,10.0040245,5.5235696,0.9459391,-3.542177,-7.4556465,-0.317938,-3.2593205,2.563539,-4.5035925,-2.8976936,-12.159492,-8.402106,-8.6191435,-1.3856919,129,0.5114518,0.2100433,0.15728708,0.17225246,0.44024673,0.3706374,0.3069739,0.44696975,0.28319848,0.2739935,0.21643224,0.3676649,0
YuNg BrAtZ,-103.290565,103.62633,36.07376,21.852936,16.526249,4.733072,11.068201,6.1354012,-1.7180489,11.833586,0.34364238,1.8514689,5.892702,2.77516,4.435021,5.7106223,-4.373017,4.7971,2.47258,2.7106256,129,0.4364162,0.416023,0.4663283,0.6308405,0.75229615,0.45173186,0.3918537,0.36344922,0.37023294,0.39085454,0.47479093,0.48234326,0
Yugur,-232.07014,104.41717,-8.475782,8.767369,1.0895848,-12.478864,-14.37955,-9.3075485,-10.245641,-6.2370315,-10.624413,-8.5896,-8.675924,-7.5606117,-12.775874,-7.471888,-4.238038,3.0893097,3.1571162,10.053257,57,0.32613868,0.16705468,0.1526823,0.16347262,0.40522468,0.20578626,0.36065418,0.2767891,0.1265071,0.13078569,0.15633275,0.3337943,0
ZITTI E BUONI,-30.310886,113.197296,-31.596252,38.940205,-0.72146094,12.962313,-0.66404414,3.6765285,4.5638165,0.85057837,0.67423135,8.597104,-6.321121,3.1612928,-2.7186513,2.274142,-2.3277044,1.3569663,0.9475824,2.3934546,103,0.44266045,0.39163715,0.44977316,0.42311615,0.6832033,0.42295444,0.4291133,0.4588521,0.3683932,0.36498255,0.3490616,0.47051895,0
Zaalim,-147.2055,62.540222,-9.926016,-8.850482,-15.637753,-16.61404,-20.77995,-12.862049,-17.680593,-11.22787,-20.832603,-11.618793,-9.177905,-3.5331392,-2.334274,7.672711,1.6857562,4.3051147,8.168819,-1.242599,143,0.1505056,0.14144808,0.26581097,0.20868567,0.3656927,0.17629585,0.29533273,0.33872205,0.190437,0.355095,0.21281473,0.36456487,0
Zapateado Encabronado,-29.063879,37.4401,-35.02769,-6.1605015,-19.892662,4.914362,-14.46475,1.3518338,-6.726035,4.0437727,-0.10577978,0.018723054,-3.4526143,0.5882995,-2.1519134,-0.4454471,-5.3092823,-0.29349443,-6.470038,-2.6096022,80,0.34278715,0.28091142,0.50873995,0.3892405,0.26210234,0.3176007,0.34121585,0.28723845,0.46894398,0.5527694,0.27438352,0.24098194,0
Zaroori Tha,-162.10976,109.21152,-18.139565,17.76608,-6.646504,-4.076634,-6.611694,-18.87339,-7.5149374,4.8328013,-5.871681,-13.572232,-2.989291,-6.348347,-6.6299086,-9.532678,-12.093463,-1.4178567,-17.20068,-5.3075,92,0.058619123,0.12025885,0.11383027,0.31567252,0.22541356,0.08167771,0.09686223,0.2198633,0.31073508,0.180513,0.38827613,0.20700754,0
Zombie,-184.53699,177.04639,15.353035,-11.04176,2.657115,0.38516358,-11.810615,2.0968118,-5.104088,0.53560066,-2.3672526,-2.1236641,-8.149351,-5.935451,-9.503924,2.7209494,-6.3623366,0.8536692,0.97710615,0.39351317,151,0.26645735,0.20934263,0.3905531,0.16003749,0.33867282,0.39160344,0.25697106,0.2512815,0.20373987,0.3825027,0.31193662,0.20232594,0
Zona De Perigo,-65.48618,94.69776,10.221477,30.38194,-3.0271397,10.210839,-8.222753,-0.61325556,-3.4942358,2.5496786,-5.3866296,2.487351,-7.5678916,-0.87988037,-7.3363557,3.084301,-2.0216775,-1.530738,0.49820068,2.8462446,135,0.22976585,0.17826931,0.2749254,0.19104627,0.3266848,0.48215264,0.2780115,0.3565759,0.24002503,0.4053828,0.373431,0.18407859,0
_Slut!_ (Taylor's Version) (From The Vault),-230.58165,115.40009,25.27944,28.976526,12.892364,6.6947856,9.228431,-0.30610606,10.866118,2.6855488,4.200282,0.84229034,2.9979649,5.3844013,-4.7786956,-2.6620533,-4.205697,2.387034,-4.406253,-4.376983,151,0.30418354,0.53569406,0.6544827,0.37803614,0.25684252,0.16268425,0.2522509,0.19193253,0.1891256,0.34450325,0.31511968,0.31903055,0
a thousand years,-238.16525,155.15247,-11.76834,18.060913,8.335317,1.3206729,-0.14734869,1.2494487,-5.3792696,-16.767962,-7.7537413,-7.9037056,-8.572567,-2.82456,-9.646123,-11.943678,-10.246002,-4.8165784,-10.405346,-1.6384445,46,0.13467012,0.10448989,0.3517948,0.25984553,0.117504016,0.36830008,0.13737376,0.1958188,0.08938731,0.23623839,0.6566161,0.17071995,0
again,-80.03255,89.45668,-7.5821943,42.082336,-0.79262745,9.046346,2.3533175,6.316141,0.88360614,1.0178216,-0.87105745,-5.91766,-1.0895488,-2.753576,-5.5492396,-0.335076,-6.092286,0.9622175,0.6343114,2.8529916,92,0.31781703,0.3100417,0.4608826,0.4051824,0.40693608,0.25119308,0.40664133,0.3597571,0.2304401,0.34458676,0.24816741,0.3829916,0
all-american bitch,-179.15608,98.637405,-3.4552536,2.5958786,-0.96957463,-8.15603,-0.7652276,-9.166578,-11.148362,-13.009811,-20.708986,-5.373086,-16.034939,-1.4781773,-9.782153,-6.7281013,-4.9969273,1.7619554,0.65440816,-0.4687995,151,0.11928522,0.31934848,0.097246416,0.15332015,0.07719585,0.19996919,0.48635402,0.1603285,0.27352694,0.15930597,0.3015926,0.23713306,0
august,-192.07523,102.30012,23.103912,14.626299,4.624088,2.979904,6.5274587,1.502067,7.91425,-4.70155,-5.115392,-3.179544,-8.656824,0.9584511,-5.1622925,-2.3570688,-1.8955528,-2.7293124,-5.2560687,-0.8500358,89,0.43149522,0.14906067,0.1864983,0.10099802,0.24798575,0.3491467,0.20016871,0.30441704,0.21620421,0.4765178,0.39695325,0.23203799,0
bad,-77.75917,139.09792,2.3916156,31.806864,11.347144,6.986659,-7.5635705,4.419547,-0.08501297,-4.5227284,-2.6651936,-1.4325117,-7.1205344,-4.285902,-7.4549413,-0.6507977,-8.341198,2.15515,-5.7095695,-0.8211749,135,0.19962941,0.32176736,0.40358406,0.2388616,0.32824484,0.2582328,0.47024626,0.27740768,0.20230384,0.42769718,0.31069025,0.2915816,0
bad guy,-255.48389,139.96259,58.898655,51.767246,33.88118,24.158394,20.915657,8.89024,11.170405,7.7690973,4.6269007,3.1423426,4.259418,8.722436,1.9353466,2.8223443,-0.7619177,0.9870063,-0.88513523,-3.5483549,135,0.41329947,0.3657947,0.426157,0.41751012,0.38350815,0.36553627,0.33196655,0.46575397,0.4053466,0.34618187,0.3982928,0.36557728,0
bathroom floor,-156.50739,94.03883,-5.342329,41.076546,30.685345,-2.4489477,-3.6934485,-1.5678736,-10.1840925,-3.140645,-15.376575,-8.276748,-18.873066,-3.2042093,-7.0860515,-11.389378,-10.741304,-8.267487,-11.220985,-9.263102,123,0.47246054,0.19113457,0.27194002,0.47225866,0.26534608,0.46807522,0.22480176,0.26090398,0.2910899,0.24420185,0.39989942,0.25827363,0
bellyache,-195.88045,114.44769,10.10086,3.7101264,3.3549178,-0.91812146,-7.914136,-7.299108,-4.569407,-6.3550396,-12.803599,-15.144167,-5.655639,-1.8214355,-14.286278,-5.7715163,-3.2797625,1.4710038,0.48786005,3.3953063,135,0.34331948,0.22796485,0.2121946,0.24411131,0.55023783,0.30999532,0.28119197,0.61911976,0.3697877,0.35982594,0.26879695,0.39768165,0
bigger thën everything,-115.21516,115.97603,-5.180501,12.512001,21.690012,4.143948,2.22672,2.087038,-3.1881459,7.9943056,-7.6797776,3.809799,-0.58621716,-0.64095455,-0.60342896,-0.25009468,-5.700129,-3.640436,-3.7479346,-1.5767874,99,0.41172218,0.40025362,0.29293844,0.30705017,0.21870685,0.44951907,0.42076093,0.30287683,0.36998475,0.3801164,0.6072799,0.51737773,0
boyfriend (with Social House),-133.31714,94.38356,9.523065,27.339941,-1.6811591,0.0017151256,0.23772684,-17.132532,2.9934478,-7.174696,-14.75574,-1.2346016,0.44375998,2.9655921,-2.7235558,-0.589704,-3.7630346,0.147995,-0.585074,2.57327,95,0.26340193,0.48565885,0.31730247,0.48482648,0.3510109,0.42790577,0.2951442,0.21061116,0.31714353,0.37518102,0.52299774,0.29336968,0
bread & butter,-256.63522,168.50807,38.097813,28.694317,26.497267,18.504284,20.094795,16.030481,5.019587,8.722992,5.100302,5.3517313,7.0478826,7.552838,7.454209,6.3689003,-1.6555763,4.410709,-2.0847447,3.6453016,86,0.12502931,0.09972268,0.1374138,0.19843818,0.40893063,0.42416307,0.23336393,0.13001932,0.2900947,0.47131217,0.2650081,0.20247744,0
"break up with your girlfriend, i'm bored",-132.709,68.08356,58.779697,38.933018,20.081617,18.284954,4.5141273,9.278888,7.7967963,6.5898232,-2.113489,7.2906046,5.027859,9.263768,8.18851,9.664519,5.024169,7.7420325,5.364154,8.85397,172,0.5844327,0.42634997,0.4206681,0.5184681,0.45336816,0.46221736,0.43369678,0.52275735,0.39506182,0.29275608,0.39021322,0.46531394,0
breathin,-137.34967,119.79537,-5.5833707,18.317154,-1.3122356,-13.605583,-2.8581872,-20.325098,-0.4796405,-3.8752422,-15.575076,-2.7171195,-8.868968,-2.011783,-9.128328,-1.4851736,-7.7252088,-6.5507274,-4.0201244,-1.3233942,198,0.2703872,0.27085665,0.24978134,0.4506207,0.20927647,0.2673181,0.15635706,0.21229331,0.42068908,0.2852006,0.36782146,0.18740818,0
brutal,-175.26297,62.039837,-31.308884,7.960404,-5.578128,-4.565844,-2.4716415,-2.0173004,-2.4455478,-2.03998,-8.270165,-4.923335,-6.162472,-1.8981452,-4.5851493,2.130414,-0.5551943,-3.0381105,-7.2368774,-1.3222317,123,0.38364166,0.2960519,0.19606413,0.26195198,0.35164666,0.22957267,0.30472478,0.20555608,0.22421801,0.35171002,0.41818312,0.7018866,0
bury a friend,-225.87335,134.91695,32.52791,34.79548,18.464993,15.647918,12.588215,6.89655,1.7503352,1.8255868,-0.228196,3.5006027,-0.076483004,4.078088,0.3638065,1.00586,2.2733333,-0.662369,-1.5700524,0.28908584,123,0.38910004,0.35668164,0.4043956,0.3723896,0.3380847,0.31034562,0.42192304,0.5803859,0.43166912,0.44692975,0.44823,0.34341806,0
bye,-108.15356,90.79508,-26.654394,-2.0259635,-10.623305,-18.488781,-5.1037917,-22.75254,-7.2595162,-10.315543,-21.40848,-10.514124,-15.009859,-13.672226,-10.465866,-4.2443695,-3.4352767,2.2963402,1.3402936,2.7767148,107,0.27859014,0.1851949,0.34173736,0.1649808,0.29020786,0.30907342,0.1592246,0.33080646,0.19392107,0.41509923,0.14625856,0.13693884,0
cade clair),-136.6135,101.497856,32.406475,13.572394,-0.40670842,5.7521043,5.887503,8.173242,2.7238765,12.340624,2.9958363,0.41710123,-0.7403865,2.541225,1.8543907,3.3619637,-3.2278697,5.352832,2.1769469,3.5505612,123,0.44724342,0.37982225,0.36605147,0.40680507,0.598678,0.5918939,0.6530838,0.6392576,0.5010516,0.5462065,0.4391755,0.57351184,0
cardigan,-186.47183,120.77712,22.94935,11.413999,5.2838316,3.320037,6.0808463,0.46938992,6.9967318,-1.792259,-3.37482,0.02503202,-6.748189,-0.27910334,-4.0302906,-1.2157189,-3.45357,-4.2356253,-3.8947663,0.21418394,129,0.2927751,0.16702373,0.17485382,0.23559837,0.32658035,0.6936745,0.35000435,0.43069282,0.26499307,0.23069407,0.3498993,0.24449016,0
carta aberta,-248.40349,182.5256,-35.410603,-4.0620894,16.112001,-11.870702,-5.859056,-11.872046,-6.927214,-0.5442573,-16.946486,-13.235554,-6.0883107,-11.587171,-10.587183,-11.397666,-8.502564,-8.184845,-21.212946,-17.934261,80,0.10727706,0.10869733,0.099424265,0.21901157,0.11455602,0.29492128,0.22238106,0.11396289,0.3058262,0.29589298,0.5672315,0.28698024,0
ceilings,-244.4327,118.884605,13.980871,38.04617,23.36007,21.392572,9.578748,10.612472,-3.037635,-6.65815,-5.405657,-4.582747,-8.198437,-2.6151168,-2.999465,-7.035079,-7.42399,-5.3352423,-4.319883,-5.8100595,99,0.17112064,0.29690912,0.28570437,0.13982116,0.25796103,0.16452365,0.33177534,0.16869208,0.19517627,0.49829715,0.3736402,0.25351012,0
changes,-215.77898,141.26913,30.81404,16.095818,10.00391,-1.0232738,-11.774299,0.42908016,-18.77686,7.264591,-2.9604933,-11.802831,-1.7343907,7.3224287,9.830713,10.70524,-3.1807294,-8.286131,-6.204143,-1.9472679,135,0.17979059,0.19666013,0.06311506,0.07875661,0.22280827,0.07725196,0.07773831,0.07326541,0.221332,0.0726287,0.21408702,0.7343504,0
comethru,-200.70308,105.87996,3.4489532,29.764463,13.405191,0.30343056,-5.0396953,-0.05902147,-9.97172,-2.384317,-10.431078,-9.096321,-5.8135896,-10.509947,-5.8865595,-4.560092,-11.499223,-2.8212142,-9.565734,-5.809949,184,0.33869964,0.17677951,0.19453189,0.17837326,0.36175397,0.31816393,0.2664578,0.49466008,0.28455642,0.3695209,0.20599538,0.2458423,0
como si no importara,-173.64473,94.11318,-6.113342,21.61577,9.027593,-0.19068743,5.3997283,-8.1803465,-4.415781,-2.2193198,-14.574228,-3.3045893,-14.050834,-8.05957,-14.932305,-6.7573757,-6.0800953,-5.51713,-2.6993895,-3.5384178,184,0.1777309,0.23716162,0.1387498,0.25461447,0.34202257,0.21679708,0.3727895,0.21477346,0.38566414,0.30617166,0.18039872,0.285548,0
dangerous,-36.738045,101.595695,17.177895,12.553773,9.468011,0.7494316,4.814046,9.298924,-4.215326,11.168671,1.9432421,7.412339,2.240699,5.2998276,-1.175449,7.4020634,1.1204331,5.924155,5.9171166,8.062646,151,0.5633952,0.35537517,0.30002788,0.3466313,0.46422967,0.6564242,0.4918442,0.50062436,0.4537674,0.32531413,0.28777662,0.4002364,0
die,-59.132492,61.789303,31.64715,37.813007,10.050353,18.968102,6.293415,16.836899,5.6940374,11.373811,2.2818775,6.75808,3.2192745,6.5496674,2.6273975,5.7197833,1.6463243,5.942066,-1.2087705,7.3816485,135,0.36269474,0.30897853,0.32562113,0.31192017,0.4119426,0.36234602,0.3667597,0.4851058,0.5304772,0.56118345,0.46311516,0.4573454,0
double take,-223.69858,120.98643,0.22946186,-15.048312,-4.9910326,-27.05959,-18.116337,-14.036769,-22.702614,-28.194448,-26.269964,-11.277966,-20.73675,-15.8156395,-16.585293,-10.694219,-18.80248,-8.543682,-9.60503,-4.5033565,107,0.26864737,0.27898055,0.33228472,0.5230734,0.24148987,0.29851666,0.18230164,0.37181324,0.26834455,0.14432648,0.1994394,0.15104498,0
drivers license,-252.80171,134.00365,3.69574,9.900287,7.884281,-1.3132976,3.0803363,-1.9040065,-2.2120533,-5.4622483,-10.758055,-8.370884,-6.721198,3.9242103,-2.2626662,0.76712245,-5.868421,-5.8496985,-11.384815,-7.405068,75,0.15167381,0.18152073,0.31390262,0.23237015,0.14012058,0.19810277,0.11114042,0.09212124,0.08560589,0.17276993,0.69556046,0.25887194,0
drunk text,-211.4566,111.286,41.40443,6.7688055,4.139408,9.459613,-9.294655,-2.8821433,-13.861822,-3.3631935,-4.4263153,-4.941484,-9.019891,-8.022124,-10.840669,-13.087379,-13.493585,-3.0382752,-12.78905,-8.019123,112,0.36062646,0.17086351,0.2757246,0.1647643,0.3873401,0.2135669,0.16027595,0.39912164,0.17451775,0.2843494,0.13864473,0.22248946,0
emiliana,-235.1088,151.09196,19.463202,-3.6163971,-2.079463,-2.0924551,-4.0530586,-6.481137,-5.462405,-2.3713455,-6.3425684,-2.9900496,-5.280983,-1.2385507,-1.8529049,-2.7751775,-1.9988697,-3.1892037,-7.446001,-5.578851,49,0.18397912,0.30068448,0.27889565,0.34965348,0.15821946,0.28400096,0.34496605,0.14257324,0.15419224,0.20446503,0.58189774,0.31962386,0
eternal sunshine,-121.113174,94.190636,37.605377,26.863611,5.5521417,-6.088325,2.6236122,-2.4396818,2.6424441,-3.4965994,-17.785624,-5.9237885,-8.994722,-8.044484,-7.399428,-6.9900985,-5.4497857,-4.681471,-3.9296126,1.2610886,78,0.27485436,0.5405575,0.348288,0.1933801,0.3194636,0.17793077,0.22462597,0.13308373,0.23582286,0.30635577,0.20978986,0.31777748,0
